Epoch:0 | loss:1.05 | acc:0.3867 | prec0:0.3409 | prec1:0.3429 | prec2:0.4324 | recall0:0.2239  | recall1:0.3077 | recall2:0.6000
Epoch:1 | loss:1.17 | acc:0.4044 | prec0:0.4200 | prec1:0.3750 | prec2:0.4253 | recall0:0.3134  | recall1:0.4231 | recall2:0.4625
Epoch:2 | loss:1.00 | acc:0.4089 | prec0:0.4333 | prec1:0.3445 | prec2:0.5000 | recall0:0.1940  | recall1:0.5256 | recall2:0.4750
Epoch:3 | loss:1.15 | acc:0.4311 | prec0:0.4052 | prec1:0.4348 | prec2:0.4651 | recall0:0.7015  | recall1:0.1282 | recall2:0.5000
Epoch:4 | loss:1.10 | acc:0.4533 | prec0:0.4697 | prec1:0.4324 | prec2:0.4588 | recall0:0.4627  | recall1:0.4103 | recall2:0.4875
Epoch:5 | loss:1.12 | acc:0.4489 | prec0:0.4054 | prec1:0.4359 | prec2:0.5200 | recall0:0.6716  | recall1:0.2179 | recall2:0.4875
Epoch:6 | loss:0.97 | acc:0.4667 | prec0:0.4211 | prec1:0.4828 | prec2:0.5139 | recall0:0.5970  | recall1:0.3590 | recall2:0.4625
Epoch:7 | loss:1.06 | acc:0.4489 | prec0:0.4087 | prec1:0.4186 | prec2:0.5373 | recall0:0.7015  | recall1:0.2308 | recall2:0.4500
Epoch:8 | loss:1.01 | acc:0.4267 | prec0:0.3780 | prec1:0.4062 | prec2:0.5303 | recall0:0.7164  | recall1:0.1667 | recall2:0.4375
Epoch:9 | loss:0.98 | acc:0.4267 | prec0:0.4412 | prec1:0.3333 | prec2:0.4886 | recall0:0.4478  | recall1:0.2949 | recall2:0.5375
Epoch:10 | loss:1.06 | acc:0.4044 | prec0:0.4318 | prec1:0.3293 | prec2:0.4545 | recall0:0.2836  | recall1:0.3462 | recall2:0.5625
Epoch:11 | loss:1.08 | acc:0.4044 | prec0:0.3750 | prec1:0.3725 | prec2:0.4714 | recall0:0.5821  | recall1:0.2436 | recall2:0.4125
Epoch:12 | loss:1.04 | acc:0.4400 | prec0:0.6154 | prec1:0.3740 | prec2:0.4868 | recall0:0.2388  | recall1:0.5897 | recall2:0.4625
Epoch:13 | loss:1.03 | acc:0.4356 | prec0:0.4390 | prec1:0.3860 | prec2:0.4651 | recall0:0.5373  | recall1:0.2821 | recall2:0.5000
Epoch:14 | loss:1.09 | acc:0.4222 | prec0:0.5517 | prec1:0.3636 | prec2:0.4535 | recall0:0.2388  | recall1:0.5128 | recall2:0.4875
Epoch:15 | loss:0.95 | acc:0.4222 | prec0:0.4135 | prec1:0.3714 | prec2:0.4535 | recall0:0.6418  | recall1:0.1667 | recall2:0.4875
Epoch:16 | loss:0.84 | acc:0.4578 | prec0:0.5273 | prec1:0.4054 | prec2:0.4583 | recall0:0.4328  | recall1:0.3846 | recall2:0.5500
Epoch:17 | loss:0.82 | acc:0.4578 | prec0:0.5676 | prec1:0.3860 | prec2:0.5135 | recall0:0.3134  | recall1:0.5641 | recall2:0.4750
Epoch:18 | loss:1.13 | acc:0.4444 | prec0:0.4302 | prec1:0.3833 | prec2:0.5063 | recall0:0.5522  | recall1:0.2949 | recall2:0.5000
Epoch:19 | loss:0.99 | acc:0.4667 | prec0:0.4299 | prec1:0.5000 | prec2:0.5000 | recall0:0.6866  | recall1:0.1538 | recall2:0.5875
Epoch:20 | loss:0.99 | acc:0.4756 | prec0:0.4810 | prec1:0.4600 | prec2:0.4792 | recall0:0.5672  | recall1:0.2949 | recall2:0.5750
Epoch:21 | loss:1.04 | acc:0.4711 | prec0:0.4521 | prec1:0.4706 | prec2:0.4925 | recall0:0.4925  | recall1:0.5128 | recall2:0.4125
Epoch:22 | loss:1.12 | acc:0.4711 | prec0:0.4923 | prec1:0.4176 | prec2:0.5217 | recall0:0.4776  | recall1:0.4872 | recall2:0.4500
Epoch:23 | loss:1.19 | acc:0.4844 | prec0:0.5517 | prec1:0.4198 | prec2:0.5000 | recall0:0.4776  | recall1:0.4359 | recall2:0.5375
Epoch:24 | loss:0.84 | acc:0.4622 | prec0:0.4321 | prec1:0.4250 | prec2:0.5469 | recall0:0.5224  | recall1:0.4359 | recall2:0.4375
Epoch:25 | loss:0.98 | acc:0.4933 | prec0:0.5077 | prec1:0.4579 | prec2:0.5472 | recall0:0.4925  | recall1:0.6282 | recall2:0.3625
Epoch:26 | loss:1.00 | acc:0.4844 | prec0:0.5938 | prec1:0.4327 | prec2:0.5056 | recall0:0.2836  | recall1:0.5769 | recall2:0.5625
Epoch:27 | loss:0.82 | acc:0.4756 | prec0:0.4918 | prec1:0.4318 | prec2:0.5132 | recall0:0.4478  | recall1:0.4872 | recall2:0.4875
Epoch:28 | loss:0.88 | acc:0.5244 | prec0:0.5000 | prec1:0.4947 | prec2:0.6071 | recall0:0.5522  | recall1:0.6026 | recall2:0.4250
Epoch:29 | loss:0.90 | acc:0.4800 | prec0:0.4643 | prec1:0.4557 | prec2:0.5323 | recall0:0.5821  | recall1:0.4615 | recall2:0.4125
Epoch:30 | loss:0.87 | acc:0.4844 | prec0:0.5000 | prec1:0.4603 | prec2:0.4875 | recall0:0.6119  | recall1:0.3718 | recall2:0.4875
Epoch:31 | loss:1.39 | acc:0.4844 | prec0:0.4699 | prec1:0.4615 | prec2:0.5490 | recall0:0.5821  | recall1:0.5385 | recall2:0.3500
Epoch:32 | loss:1.07 | acc:0.4844 | prec0:0.4466 | prec1:0.4839 | prec2:0.5500 | recall0:0.6866  | recall1:0.3846 | recall2:0.4125
Epoch:33 | loss:0.74 | acc:0.4800 | prec0:0.4434 | prec1:0.5000 | prec2:0.5205 | recall0:0.7015  | recall1:0.2949 | recall2:0.4750
Epoch:34 | loss:1.33 | acc:0.4844 | prec0:0.4828 | prec1:0.4459 | prec2:0.5312 | recall0:0.6269  | recall1:0.4231 | recall2:0.4250
Epoch:35 | loss:1.21 | acc:0.4978 | prec0:0.4744 | prec1:0.5690 | prec2:0.4719 | recall0:0.5522  | recall1:0.4231 | recall2:0.5250
Epoch:36 | loss:0.99 | acc:0.4933 | prec0:0.5397 | prec1:0.4421 | prec2:0.5224 | recall0:0.5075  | recall1:0.5385 | recall2:0.4375
Epoch:37 | loss:1.00 | acc:0.5022 | prec0:0.4932 | prec1:0.4933 | prec2:0.5195 | recall0:0.5373  | recall1:0.4744 | recall2:0.5000
Epoch:38 | loss:1.06 | acc:0.4978 | prec0:0.4700 | prec1:0.5082 | prec2:0.5312 | recall0:0.7015  | recall1:0.3974 | recall2:0.4250
Epoch:39 | loss:1.13 | acc:0.4844 | prec0:0.4881 | prec1:0.4906 | prec2:0.4773 | recall0:0.6119  | recall1:0.3333 | recall2:0.5250
Epoch:40 | loss:0.75 | acc:0.4844 | prec0:0.5507 | prec1:0.4429 | prec2:0.4651 | recall0:0.5672  | recall1:0.3974 | recall2:0.5000
Epoch:41 | loss:0.90 | acc:0.5022 | prec0:0.5139 | prec1:0.4787 | prec2:0.5254 | recall0:0.5522  | recall1:0.5769 | recall2:0.3875
Epoch:42 | loss:1.27 | acc:0.5067 | prec0:0.5060 | prec1:0.5167 | prec2:0.5000 | recall0:0.6269  | recall1:0.3974 | recall2:0.5125
Epoch:43 | loss:1.03 | acc:0.4978 | prec0:0.4598 | prec1:0.5000 | prec2:0.5429 | recall0:0.5970  | recall1:0.4359 | recall2:0.4750
Epoch:44 | loss:0.85 | acc:0.5022 | prec0:0.4819 | prec1:0.4800 | prec2:0.5522 | recall0:0.5970  | recall1:0.4615 | recall2:0.4625
Epoch:45 | loss:1.18 | acc:0.5289 | prec0:0.5125 | prec1:0.5185 | prec2:0.5625 | recall0:0.6119  | recall1:0.5385 | recall2:0.4500
Epoch:46 | loss:0.93 | acc:0.4800 | prec0:0.4875 | prec1:0.4762 | prec2:0.4756 | recall0:0.5821  | recall1:0.3846 | recall2:0.4875
Epoch:47 | loss:0.82 | acc:0.4978 | prec0:0.4579 | prec1:0.5625 | prec2:0.5143 | recall0:0.7313  | recall1:0.3462 | recall2:0.4500
Epoch:48 | loss:0.93 | acc:0.4800 | prec0:0.4330 | prec1:0.4706 | prec2:0.5667 | recall0:0.6269  | recall1:0.4103 | recall2:0.4250
Epoch:49 | loss:0.96 | acc:0.4933 | prec0:0.4844 | prec1:0.4691 | prec2:0.5250 | recall0:0.4627  | recall1:0.4872 | recall2:0.5250
0.4977777777777778
Epoch:0 | loss:1.08 | acc:0.3778 | prec0:0.3191 | prec1:0.3125 | prec2:0.4386 | recall0:0.2239  | recall1:0.2564 | recall2:0.6250
Epoch:1 | loss:1.10 | acc:0.3556 | prec0:0.3043 | prec1:0.2340 | prec2:0.4767 | recall0:0.4179  | recall1:0.1410 | recall2:0.5125
Epoch:2 | loss:1.09 | acc:0.4178 | prec0:0.3750 | prec1:0.4000 | prec2:0.4930 | recall0:0.5821  | recall1:0.2564 | recall2:0.4375
Epoch:3 | loss:0.91 | acc:0.3956 | prec0:0.4000 | prec1:0.3382 | prec2:0.4330 | recall0:0.3582  | recall1:0.2949 | recall2:0.5250
Epoch:4 | loss:1.07 | acc:0.4178 | prec0:0.4478 | prec1:0.3333 | prec2:0.4930 | recall0:0.4478  | recall1:0.3718 | recall2:0.4375
Epoch:5 | loss:0.91 | acc:0.3911 | prec0:0.3875 | prec1:0.3061 | prec2:0.4375 | recall0:0.4627  | recall1:0.1923 | recall2:0.5250
Epoch:6 | loss:0.95 | acc:0.4222 | prec0:0.4590 | prec1:0.3444 | prec2:0.4865 | recall0:0.4179  | recall1:0.3974 | recall2:0.4500
Epoch:7 | loss:1.21 | acc:0.4222 | prec0:0.4366 | prec1:0.3514 | prec2:0.4359 | recall0:0.4627  | recall1:0.1667 | recall2:0.6375
Epoch:8 | loss:1.13 | acc:0.4356 | prec0:0.4286 | prec1:0.3820 | prec2:0.5068 | recall0:0.4030  | recall1:0.4359 | recall2:0.4625
Epoch:9 | loss:1.15 | acc:0.4400 | prec0:0.4242 | prec1:0.3889 | prec2:0.4778 | recall0:0.6269  | recall1:0.1795 | recall2:0.5375
Epoch:10 | loss:1.07 | acc:0.4578 | prec0:0.4400 | prec1:0.4500 | prec2:0.4824 | recall0:0.6567  | recall1:0.2308 | recall2:0.5125
Epoch:11 | loss:1.11 | acc:0.4222 | prec0:0.4688 | prec1:0.3492 | prec2:0.4388 | recall0:0.4478  | recall1:0.2821 | recall2:0.5375
Epoch:12 | loss:1.03 | acc:0.4222 | prec0:0.4314 | prec1:0.3750 | prec2:0.4286 | recall0:0.6567  | recall1:0.1538 | recall2:0.4875
Epoch:13 | loss:1.02 | acc:0.4311 | prec0:0.4600 | prec1:0.3478 | prec2:0.5060 | recall0:0.3433  | recall1:0.4103 | recall2:0.5250
Epoch:14 | loss:0.97 | acc:0.4222 | prec0:0.4667 | prec1:0.3571 | prec2:0.4421 | recall0:0.4179  | recall1:0.3205 | recall2:0.5250
Epoch:15 | loss:1.18 | acc:0.4178 | prec0:0.3980 | prec1:0.3333 | prec2:0.5143 | recall0:0.5821  | recall1:0.2436 | recall2:0.4500
Epoch:16 | loss:1.29 | acc:0.3911 | prec0:0.4722 | prec1:0.3261 | prec2:0.4227 | recall0:0.2537  | recall1:0.3846 | recall2:0.5125
Epoch:17 | loss:1.16 | acc:0.4400 | prec0:0.4082 | prec1:0.4324 | prec2:0.4778 | recall0:0.5970  | recall1:0.2051 | recall2:0.5375
Epoch:18 | loss:1.19 | acc:0.4267 | prec0:0.4444 | prec1:0.3519 | prec2:0.5278 | recall0:0.2985  | recall1:0.4872 | recall2:0.4750
Epoch:19 | loss:1.10 | acc:0.4044 | prec0:0.3623 | prec1:0.3500 | prec2:0.5000 | recall0:0.3731  | recall1:0.3590 | recall2:0.4750
Epoch:20 | loss:1.25 | acc:0.4222 | prec0:0.4118 | prec1:0.3750 | prec2:0.4706 | recall0:0.4179  | recall1:0.3462 | recall2:0.5000
Epoch:21 | loss:0.95 | acc:0.4267 | prec0:0.3934 | prec1:0.4054 | prec2:0.4667 | recall0:0.3582  | recall1:0.3846 | recall2:0.5250
Epoch:22 | loss:1.12 | acc:0.4178 | prec0:0.3679 | prec1:0.4130 | prec2:0.4932 | recall0:0.5821  | recall1:0.2436 | recall2:0.4500
Epoch:23 | loss:0.94 | acc:0.4578 | prec0:0.4156 | prec1:0.4561 | prec2:0.4945 | recall0:0.4776  | recall1:0.3333 | recall2:0.5625
Epoch:24 | loss:0.97 | acc:0.4400 | prec0:0.4118 | prec1:0.4250 | prec2:0.4805 | recall0:0.4179  | recall1:0.4359 | recall2:0.4625
Epoch:25 | loss:0.88 | acc:0.4444 | prec0:0.4722 | prec1:0.3947 | prec2:0.5067 | recall0:0.2537  | recall1:0.5769 | recall2:0.4750
Epoch:26 | loss:0.73 | acc:0.4178 | prec0:0.3902 | prec1:0.3636 | prec2:0.4773 | recall0:0.4776  | recall1:0.2564 | recall2:0.5250
Epoch:27 | loss:1.02 | acc:0.4311 | prec0:0.3942 | prec1:0.4416 | prec2:0.5000 | recall0:0.6119  | recall1:0.4359 | recall2:0.2750
Epoch:28 | loss:1.13 | acc:0.4489 | prec0:0.3857 | prec1:0.4590 | prec2:0.4894 | recall0:0.4030  | recall1:0.3590 | recall2:0.5750
Epoch:29 | loss:0.98 | acc:0.4267 | prec0:0.3860 | prec1:0.3924 | prec2:0.4831 | recall0:0.3284  | recall1:0.3974 | recall2:0.5375
Epoch:30 | loss:0.84 | acc:0.4622 | prec0:0.4362 | prec1:0.4833 | prec2:0.4789 | recall0:0.6119  | recall1:0.3718 | recall2:0.4250
Epoch:31 | loss:1.06 | acc:0.4667 | prec0:0.4301 | prec1:0.5135 | prec2:0.4842 | recall0:0.5970  | recall1:0.2436 | recall2:0.5750
Epoch:32 | loss:0.75 | acc:0.4622 | prec0:0.3984 | prec1:0.5429 | prec2:0.5484 | recall0:0.7612  | recall1:0.2436 | recall2:0.4250
Epoch:33 | loss:0.86 | acc:0.4756 | prec0:0.4298 | prec1:0.6400 | prec2:0.4884 | recall0:0.7313  | recall1:0.2051 | recall2:0.5250
Epoch:34 | loss:1.10 | acc:0.4578 | prec0:0.4423 | prec1:0.4188 | prec2:0.5536 | recall0:0.3433  | recall1:0.6282 | recall2:0.3875
Epoch:35 | loss:1.00 | acc:0.4667 | prec0:0.4471 | prec1:0.4328 | prec2:0.5205 | recall0:0.5672  | recall1:0.3718 | recall2:0.4750
Epoch:36 | loss:1.04 | acc:0.4533 | prec0:0.4333 | prec1:0.4167 | prec2:0.5062 | recall0:0.3881  | recall1:0.4487 | recall2:0.5125
