Epoch:0 | loss:1.14 | acc:0.3467 | prec0:0.5238 | prec1:0.0000 | prec2:0.3367 | recall0:0.1375  | recall1:0.0000 | recall2:0.9571
Epoch:26 | loss:0.83 | acc:0.3822 | prec0:0.4205 | prec1:0.3279 | prec2:0.3816 | recall0:0.4625  | recall1:0.2667 | recall2:0.4143
Epoch:27 | loss:1.02 | acc:0.4933 | prec0:0.5294 | prec1:0.4848 | prec2:0.4725 | recall0:0.4500  | recall1:0.4267 | recall2:0.6143
Epoch:28 | loss:1.07 | acc:0.4444 | prec0:0.4595 | prec1:0.4483 | prec2:0.4301 | recall0:0.4250  | recall1:0.3467 | recall2:0.5714
Epoch:29 | loss:1.03 | acc:0.4489 | prec0:0.4364 | prec1:0.5278 | prec2:0.4304 | recall0:0.6000  | recall1:0.2533 | recall2:0.4857
Epoch:30 | loss:1.22 | acc:0.4622 | prec0:0.5143 | prec1:0.4253 | prec2:0.4559 | recall0:0.4500  | recall1:0.4933 | recall2:0.4429
Epoch:31 | loss:0.93 | acc:0.4178 | prec0:0.4528 | prec1:0.4286 | prec2:0.3984 | recall0:0.3000  | recall1:0.2800 | recall2:0.7000
Epoch:32 | loss:0.87 | acc:0.4533 | prec0:0.4851 | prec1:0.4154 | prec2:0.4407 | recall0:0.6125  | recall1:0.3600 | recall2:0.3714
Epoch:33 | loss:1.10 | acc:0.4311 | prec0:0.4762 | prec1:0.4444 | prec2:0.4054 | recall0:0.2500  | recall1:0.4267 | recall2:0.6429
Epoch:34 | loss:0.85 | acc:0.4933 | prec0:0.5316 | prec1:0.4474 | prec2:0.5000 | recall0:0.5250  | recall1:0.4533 | recall2:0.5000
Epoch:35 | loss:0.79 | acc:0.4667 | prec0:0.5000 | prec1:0.5000 | prec2:0.4286 | recall0:0.3125  | recall1:0.4667 | recall2:0.6429
Epoch:36 | loss:1.00 | acc:0.4978 | prec0:0.5287 | prec1:0.4921 | prec2:0.4667 | recall0:0.5750  | recall1:0.4133 | recall2:0.5000
Epoch:37 | loss:0.95 | acc:0.4622 | prec0:0.4737 | prec1:0.4583 | prec2:0.4545 | recall0:0.4500  | recall1:0.4400 | recall2:0.5000
Epoch:38 | loss:0.99 | acc:0.4844 | prec0:0.5185 | prec1:0.4667 | prec2:0.4643 | recall0:0.5250  | recall1:0.3733 | recall2:0.5571
Epoch:39 | loss:0.78 | acc:0.4444 | prec0:0.4717 | prec1:0.4605 | prec2:0.4167 | recall0:0.3125  | recall1:0.4667 | recall2:0.5714
Epoch:40 | loss:0.90 | acc:0.4578 | prec0:0.5075 | prec1:0.4337 | prec2:0.4400 | recall0:0.4250  | recall1:0.4800 | recall2:0.4714
Epoch:41 | loss:0.90 | acc:0.4622 | prec0:0.4412 | prec1:0.5000 | prec2:0.4699 | recall0:0.5625  | recall1:0.2667 | recall2:0.5571
Epoch:42 | loss:0.84 | acc:0.4622 | prec0:0.4921 | prec1:0.4432 | prec2:0.4595 | recall0:0.3875  | recall1:0.5200 | recall2:0.4857
Epoch:43 | loss:0.71 | acc:0.4444 | prec0:0.5000 | prec1:0.4198 | prec2:0.4143 | recall0:0.4625  | recall1:0.4533 | recall2:0.4143
Epoch:44 | loss:1.11 | acc:0.4444 | prec0:0.4206 | prec1:0.5556 | prec2:0.4110 | recall0:0.5625  | recall1:0.3333 | recall2:0.4286
Epoch:45 | loss:1.03 | acc:0.4089 | prec0:0.4762 | prec1:0.3956 | prec2:0.3913 | recall0:0.2500  | recall1:0.4800 | recall2:0.5143
Epoch:46 | loss:0.95 | acc:0.4667 | prec0:0.4872 | prec1:0.4321 | prec2:0.4848 | recall0:0.4750  | recall1:0.4667 | recall2:0.4571
Epoch:47 | loss:0.70 | acc:0.4222 | prec0:0.5357 | prec1:0.4017 | prec2:0.3462 | recall0:0.3750  | recall1:0.6267 | recall2:0.2571
Epoch:48 | loss:0.83 | acc:0.4489 | prec0:0.4925 | prec1:0.4328 | prec2:0.4286 | recall0:0.4125  | recall1:0.3867 | recall2:0.5571
Epoch:49 | loss:0.80 | acc:0.4578 | prec0:0.4587 | prec1:0.4394 | prec2:0.4800 | recall0:0.6250  | recall1:0.3867 | recall2:0.3429
0.4464197530864198
Epoch:0 | loss:1.12 | acc:0.3733 | prec0:0.3061 | prec1:0.3500 | prec2:0.4138 | recall0:0.1875  | recall1:0.2800 | recall2:0.6857
Epoch:1 | loss:1.21 | acc:0.4044 | prec0:0.3796 | prec1:0.5000 | prec2:0.4105 | recall0:0.5125  | recall1:0.1467 | recall2:0.5571
Epoch:2 | loss:1.01 | acc:0.4133 | prec0:0.4270 | prec1:0.4400 | prec2:0.3964 | recall0:0.4750  | recall1:0.1467 | recall2:0.6286
Epoch:3 | loss:1.05 | acc:0.3911 | prec0:0.4032 | prec1:0.3333 | prec2:0.4200 | recall0:0.3125  | recall1:0.2800 | recall2:0.6000
Epoch:4 | loss:1.26 | acc:0.4133 | prec0:0.3939 | prec1:0.4783 | prec2:0.4000 | recall0:0.4875  | recall1:0.2933 | recall2:0.4571
Epoch:5 | loss:1.06 | acc:0.3822 | prec0:0.3250 | prec1:0.3846 | prec2:0.4301 | recall0:0.3250  | recall1:0.2667 | recall2:0.5714
Epoch:6 | loss:1.01 | acc:0.3867 | prec0:0.4000 | prec1:0.3247 | prec2:0.4318 | recall0:0.3000  | recall1:0.3333 | recall2:0.5429
Epoch:7 | loss:1.05 | acc:0.4044 | prec0:0.4118 | prec1:0.3393 | prec2:0.4478 | recall0:0.5250  | recall1:0.2533 | recall2:0.4286
Epoch:8 | loss:1.15 | acc:0.4000 | prec0:0.3871 | prec1:0.3661 | prec2:0.4902 | recall0:0.3000  | recall1:0.5467 | recall2:0.3571
Epoch:9 | loss:0.94 | acc:0.4400 | prec0:0.3939 | prec1:0.4531 | prec2:0.4632 | recall0:0.3250  | recall1:0.3867 | recall2:0.6286
Epoch:10 | loss:0.72 | acc:0.4133 | prec0:0.4159 | prec1:0.4222 | prec2:0.4030 | recall0:0.5875  | recall1:0.2533 | recall2:0.3857
Epoch:11 | loss:0.82 | acc:0.4311 | prec0:0.4388 | prec1:0.4667 | prec2:0.4124 | recall0:0.5375  | recall1:0.1867 | recall2:0.5714
Epoch:12 | loss:1.08 | acc:0.3422 | prec0:0.4035 | prec1:0.3086 | prec2:0.3333 | recall0:0.2875  | recall1:0.3333 | recall2:0.4143
Epoch:13 | loss:1.04 | acc:0.4178 | prec0:0.4018 | prec1:0.5714 | prec2:0.4245 | recall0:0.5625  | recall1:0.0533 | recall2:0.6429
Epoch:14 | loss:1.13 | acc:0.4356 | prec0:0.4444 | prec1:0.3659 | prec2:0.4627 | recall0:0.6500  | recall1:0.2000 | recall2:0.4429
Epoch:15 | loss:1.21 | acc:0.4356 | prec0:0.4368 | prec1:0.4259 | prec2:0.4405 | recall0:0.4750  | recall1:0.3067 | recall2:0.5286
Epoch:16 | loss:1.11 | acc:0.4178 | prec0:0.4231 | prec1:0.3913 | prec2:0.4359 | recall0:0.4125  | recall1:0.3600 | recall2:0.4857
Epoch:17 | loss:0.76 | acc:0.4400 | prec0:0.4245 | prec1:0.5000 | prec2:0.4337 | recall0:0.5625  | recall1:0.2400 | recall2:0.5143
Epoch:18 | loss:0.95 | acc:0.4533 | prec0:0.4536 | prec1:0.4054 | prec2:0.5185 | recall0:0.5500  | recall1:0.4000 | recall2:0.4000
Epoch:19 | loss:1.00 | acc:0.4622 | prec0:0.4627 | prec1:0.4375 | prec2:0.4787 | recall0:0.3875  | recall1:0.3733 | recall2:0.6429
Epoch:20 | loss:1.02 | acc:0.4489 | prec0:0.4308 | prec1:0.4571 | prec2:0.4556 | recall0:0.3500  | recall1:0.4267 | recall2:0.5857
Epoch:21 | loss:1.23 | acc:0.4489 | prec0:0.5000 | prec1:0.4128 | prec2:0.4744 | recall0:0.2375  | recall1:0.6000 | recall2:0.5286
Epoch:22 | loss:1.02 | acc:0.4578 | prec0:0.4471 | prec1:0.4754 | prec2:0.4557 | recall0:0.4750  | recall1:0.3867 | recall2:0.5143
Epoch:23 | loss:1.09 | acc:0.4711 | prec0:0.5000 | prec1:0.4337 | prec2:0.4861 | recall0:0.4375  | recall1:0.4800 | recall2:0.5000
Epoch:24 | loss:1.03 | acc:0.4578 | prec0:0.4421 | prec1:0.4364 | prec2:0.4933 | recall0:0.5250  | recall1:0.3200 | recall2:0.5286
Epoch:25 | loss:0.91 | acc:0.4533 | prec0:0.4625 | prec1:0.4808 | prec2:0.4301 | recall0:0.4625  | recall1:0.3333 | recall2:0.5714
Epoch:26 | loss:0.82 | acc:0.4356 | prec0:0.4524 | prec1:0.4400 | prec2:0.4224 | recall0:0.4750  | recall1:0.1467 | recall2:0.7000
Epoch:27 | loss:1.18 | acc:0.4400 | prec0:0.4898 | prec1:0.3929 | prec2:0.4844 | recall0:0.3000  | recall1:0.5867 | recall2:0.4429
Epoch:28 | loss:0.92 | acc:0.4311 | prec0:0.4362 | prec1:0.4000 | prec2:0.4396 | recall0:0.5125  | recall1:0.2133 | recall2:0.5714
Epoch:29 | loss:0.79 | acc:0.4578 | prec0:0.4237 | prec1:0.5000 | prec2:0.4921 | recall0:0.6250  | recall1:0.2933 | recall2:0.4429
Epoch:30 | loss:1.02 | acc:0.4800 | prec0:0.5000 | prec1:0.4688 | prec2:0.4638 | recall0:0.5750  | recall1:0.4000 | recall2:0.4571
Epoch:31 | loss:0.88 | acc:0.4756 | prec0:0.5000 | prec1:0.4507 | prec2:0.4744 | recall0:0.4750  | recall1:0.4267 | recall2:0.5286
Epoch:32 | loss:0.92 | acc:0.4356 | prec0:0.5152 | prec1:0.3796 | prec2:0.4510 | recall0:0.4250  | recall1:0.5467 | recall2:0.3286
Epoch:33 | loss:0.78 | acc:0.4178 | prec0:0.4468 | prec1:0.3265 | prec2:0.4390 | recall0:0.5250  | recall1:0.2133 | recall2:0.5143
Epoch:34 | loss:0.76 | acc:0.4622 | prec0:0.4667 | prec1:0.4800 | prec2:0.4400 | recall0:0.4375  | recall1:0.4800 | recall2:0.4714
Epoch:35 | loss:1.00 | acc:0.4533 | prec0:0.4722 | prec1:0.3968 | prec2:0.4815 | recall0:0.6375  | recall1:0.3333 | recall2:0.3714
Epoch:36 | loss:0.83 | acc:0.4533 | prec0:0.4356 | prec1:0.4318 | prec2:0.4875 | recall0:0.5500  | recall1:0.2533 | recall2:0.5571
Epoch:37 | loss:0.68 | acc:0.4622 | prec0:0.4471 | prec1:0.5000 | prec2:0.4412 | recall0:0.4750  | recall1:0.4800 | recall2:0.4286
Epoch:38 | loss:0.80 | acc:0.4311 | prec0:0.4356 | prec1:0.4222 | prec2:0.4304 | recall0:0.5500  | recall1:0.2533 | recall2:0.4857
Epoch:39 | loss:0.91 | acc:0.4400 | prec0:0.4375 | prec1:0.4286 | prec2:0.4600 | recall0:0.6125  | recall1:0.3600 | recall2:0.3286
Epoch:40 | loss:1.17 | acc:0.4933 | prec0:0.4902 | prec1:0.5200 | prec2:0.4795 | recall0:0.6250  | recall1:0.3467 | recall2:0.5000
Epoch:41 | loss:1.06 | acc:0.4622 | prec0:0.5085 | prec1:0.4216 | prec2:0.4844 | recall0:0.3750  | recall1:0.5733 | recall2:0.4429
Epoch:42 | loss:0.93 | acc:0.4489 | prec0:0.4821 | prec1:0.4615 | prec2:0.4231 | recall0:0.3375  | recall1:0.4000 | recall2:0.6286
Epoch:43 | loss:0.96 | acc:0.4978 | prec0:0.5882 | prec1:0.4556 | prec2:0.4881 | recall0:0.3750  | recall1:0.5467 | recall2:0.5857
Epoch:44 | loss:0.90 | acc:0.4711 | prec0:0.5286 | prec1:0.4200 | prec2:0.4909 | recall0:0.4625  | recall1:0.5600 | recall2:0.3857
Epoch:45 | loss:0.80 | acc:0.4800 | prec0:0.4783 | prec1:0.5714 | prec2:0.4490 | recall0:0.5500  | recall1:0.2667 | recall2:0.6286
Epoch:46 | loss:0.93 | acc:0.4444 | prec0:0.4878 | prec1:0.4521 | prec2:0.3857 | recall0:0.5000  | recall1:0.4400 | recall2:0.3857
Epoch:47 | loss:1.31 | acc:0.4800 | prec0:0.4545 | prec1:0.5000 | prec2:0.5082 | recall0:0.6250  | recall1:0.3600 | recall2:0.4429
Epoch:48 | loss:0.87 | acc:0.4133 | prec0:0.4176 | prec1:0.4167 | prec2:0.4070 | recall0:0.4750  | recall1:0.2667 | recall2:0.5000
Epoch:49 | loss:0.80 | acc:0.4311 | prec0:0.4429 | prec1:0.4032 | prec2:0.4409 | recall0:0.3875  | recall1:0.3333 | recall2:0.5857
0.465679012345679
Epoch:0 | loss:1.18 | acc:0.4356 | prec0:0.4272 | prec1:0.4667 | prec2:0.4348 | recall0:0.5500  | recall1:0.1867 | recall2:0.5714
Epoch:1 | loss:1.19 | acc:0.4311 | prec0:0.4252 | prec1:0.4250 | prec2:0.4483 | recall0:0.6750  | recall1:0.2267 | recall2:0.3714
Epoch:2 | loss:1.16 | acc:0.4089 | prec0:0.3721 | prec1:0.3832 | prec2:0.4667 | recall0:0.2000  | recall1:0.5467 | recall2:0.5000
Epoch:3 | loss:1.00 | acc:0.4000 | prec0:0.3750 | prec1:0.3556 | prec2:0.4921 | recall0:0.3375  | recall1:0.4267 | recall2:0.4429
Epoch:4 | loss:1.06 | acc:0.4356 | prec0:0.4024 | prec1:0.4576 | prec2:0.4524 | recall0:0.4125  | recall1:0.3600 | recall2:0.5429
Epoch:5 | loss:1.39 | acc:0.4311 | prec0:0.4045 | prec1:0.4688 | prec2:0.4306 | recall0:0.4500  | recall1:0.4000 | recall2:0.4429
Epoch:6 | loss:1.17 | acc:0.3867 | prec0:0.3793 | prec1:0.3750 | prec2:0.4000 | recall0:0.5500  | recall1:0.1200 | recall2:0.4857
Epoch:7 | loss:1.12 | acc:0.4356 | prec0:0.4034 | prec1:0.5714 | prec2:0.4471 | recall0:0.6000  | recall1:0.1600 | recall2:0.5429
Epoch:8 | loss:0.92 | acc:0.4133 | prec0:0.4113 | prec1:0.4118 | prec2:0.4179 | recall0:0.6375  | recall1:0.1867 | recall2:0.4000
Epoch:9 | loss:1.10 | acc:0.4311 | prec0:0.4211 | prec1:0.4444 | prec2:0.4405 | recall0:0.6000  | recall1:0.1600 | recall2:0.5286
Epoch:10 | loss:1.03 | acc:0.4356 | prec0:0.4444 | prec1:0.3721 | prec2:0.4578 | recall0:0.5500  | recall1:0.2133 | recall2:0.5429
Epoch:11 | loss:0.93 | acc:0.4489 | prec0:0.4500 | prec1:0.4627 | prec2:0.4359 | recall0:0.4500  | recall1:0.4133 | recall2:0.4857
Epoch:12 | loss:1.06 | acc:0.4711 | prec0:0.4516 | prec1:0.4769 | prec2:0.4925 | recall0:0.5250  | recall1:0.4133 | recall2:0.4714
Epoch:13 | loss:1.02 | acc:0.4133 | prec0:0.4211 | prec1:0.4333 | prec2:0.3857 | recall0:0.5000  | recall1:0.3467 | recall2:0.3857
Epoch:14 | loss:0.82 | acc:0.4356 | prec0:0.4423 | prec1:0.4091 | prec2:0.4416 | recall0:0.5750  | recall1:0.2400 | recall2:0.4857
Epoch:15 | loss:0.99 | acc:0.4311 | prec0:0.4302 | prec1:0.3913 | prec2:0.4714 | recall0:0.4625  | recall1:0.3600 | recall2:0.4714
Epoch:16 | loss:0.94 | acc:0.4711 | prec0:0.4536 | prec1:0.5000 | prec2:0.4722 | recall0:0.5500  | recall1:0.3733 | recall2:0.4857
Epoch:17 | loss:1.09 | acc:0.4578 | prec0:0.4321 | prec1:0.5067 | prec2:0.4348 | recall0:0.4375  | recall1:0.5067 | recall2:0.4286
Epoch:18 | loss:1.03 | acc:0.4578 | prec0:0.4742 | prec1:0.4405 | prec2:0.4545 | recall0:0.5750  | recall1:0.4933 | recall2:0.2857
Epoch:19 | loss:1.17 | acc:0.4489 | prec0:0.4466 | prec1:0.5135 | prec2:0.4235 | recall0:0.5750  | recall1:0.2533 | recall2:0.5143
Epoch:20 | loss:1.01 | acc:0.4711 | prec0:0.4554 | prec1:0.4531 | prec2:0.5167 | recall0:0.5750  | recall1:0.3867 | recall2:0.4429
Epoch:21 | loss:0.79 | acc:0.4133 | prec0:0.4096 | prec1:0.4096 | prec2:0.4237 | recall0:0.4250  | recall1:0.4533 | recall2:0.3571
Epoch:22 | loss:1.11 | acc:0.4267 | prec0:0.4321 | prec1:0.4493 | prec2:0.4000 | recall0:0.4375  | recall1:0.4133 | recall2:0.4286
Epoch:23 | loss:1.03 | acc:0.4533 | prec0:0.4454 | prec1:0.4643 | prec2:0.4600 | recall0:0.6625  | recall1:0.3467 | recall2:0.3286
Epoch:24 | loss:1.01 | acc:0.4578 | prec0:0.5000 | prec1:0.4578 | prec2:0.4362 | recall0:0.3000  | recall1:0.5067 | recall2:0.5857
Epoch:25 | loss:1.13 | acc:0.4400 | prec0:0.4393 | prec1:0.4444 | prec2:0.4364 | recall0:0.5875  | recall1:0.3733 | recall2:0.3429
Epoch:26 | loss:0.75 | acc:0.4133 | prec0:0.4167 | prec1:0.3778 | prec2:0.4286 | recall0:0.5000  | recall1:0.2267 | recall2:0.5143
Epoch:27 | loss:0.87 | acc:0.4711 | prec0:0.4583 | prec1:0.4810 | prec2:0.4730 | recall0:0.4125  | recall1:0.5067 | recall2:0.5000
Epoch:28 | loss:1.00 | acc:0.4311 | prec0:0.4167 | prec1:0.4125 | prec2:0.4754 | recall0:0.4375  | recall1:0.4400 | recall2:0.4143
Epoch:29 | loss:1.22 | acc:0.4444 | prec0:0.4286 | prec1:0.4697 | prec2:0.4426 | recall0:0.5250  | recall1:0.4133 | recall2:0.3857
Epoch:30 | loss:0.96 | acc:0.4400 | prec0:0.4194 | prec1:0.4516 | prec2:0.4571 | recall0:0.4875  | recall1:0.3733 | recall2:0.4571
Epoch:31 | loss:0.88 | acc:0.4133 | prec0:0.4423 | prec1:0.4205 | prec2:0.3882 | recall0:0.2875  | recall1:0.4933 | recall2:0.4714
Epoch:32 | loss:0.78 | acc:0.4800 | prec0:0.4679 | prec1:0.4737 | prec2:0.5085 | recall0:0.6375  | recall1:0.3600 | recall2:0.4286
Epoch:33 | loss:1.11 | acc:0.4267 | prec0:0.4468 | prec1:0.4390 | prec2:0.4062 | recall0:0.2625  | recall1:0.4800 | recall2:0.5571
Epoch:34 | loss:0.95 | acc:0.4800 | prec0:0.4860 | prec1:0.4746 | prec2:0.4746 | recall0:0.6500  | recall1:0.3733 | recall2:0.4000
Epoch:35 | loss:0.96 | acc:0.4578 | prec0:0.4643 | prec1:0.5116 | prec2:0.4143 | recall0:0.6500  | recall1:0.2933 | recall2:0.4143
Epoch:36 | loss:1.06 | acc:0.4533 | prec0:0.4658 | prec1:0.4861 | prec2:0.4125 | recall0:0.4250  | recall1:0.4667 | recall2:0.4714
Epoch:37 | loss:1.17 | acc:0.4578 | prec0:0.4778 | prec1:0.4658 | prec2:0.4194 | recall0:0.5375  | recall1:0.4533 | recall2:0.3714
Epoch:38 | loss:1.63 | acc:0.4489 | prec0:0.4783 | prec1:0.5122 | prec2:0.3913 | recall0:0.5500  | recall1:0.2800 | recall2:0.5143
Epoch:39 | loss:0.84 | acc:0.4133 | prec0:0.4235 | prec1:0.4342 | prec2:0.3750 | recall0:0.4500  | recall1:0.4400 | recall2:0.3429
Epoch:40 | loss:1.06 | acc:0.4622 | prec0:0.4571 | prec1:0.4833 | prec2:0.4500 | recall0:0.6000  | recall1:0.3867 | recall2:0.3857
Epoch:41 | loss:0.79 | acc:0.4756 | prec0:0.4579 | prec1:0.5273 | prec2:0.4603 | recall0:0.6125  | recall1:0.3867 | recall2:0.4143
Epoch:42 | loss:1.06 | acc:0.4533 | prec0:0.4222 | prec1:0.5147 | prec2:0.4328 | recall0:0.4750  | recall1:0.4667 | recall2:0.4143
Epoch:43 | loss:0.91 | acc:0.4756 | prec0:0.4632 | prec1:0.4737 | prec2:0.5000 | recall0:0.5500  | recall1:0.4800 | recall2:0.3857
Epoch:44 | loss:0.71 | acc:0.4222 | prec0:0.4583 | prec1:0.4125 | prec2:0.3973 | recall0:0.4125  | recall1:0.4400 | recall2:0.4143
Epoch:45 | loss:0.93 | acc:0.4533 | prec0:0.4444 | prec1:0.5098 | prec2:0.4242 | recall0:0.6000  | recall1:0.3467 | recall2:0.4000
Epoch:46 | loss:0.92 | acc:0.4578 | prec0:0.4455 | prec1:0.4714 | prec2:0.4630 | recall0:0.5625  | recall1:0.4400 | recall2:0.3571
Epoch:47 | loss:0.98 | acc:0.4133 | prec0:0.4750 | prec1:0.3929 | prec2:0.3607 | recall0:0.4750  | recall1:0.4400 | recall2:0.3143
Epoch:48 | loss:0.84 | acc:0.4267 | prec0:0.4603 | prec1:0.4167 | prec2:0.4103 | recall0:0.3625  | recall1:0.4667 | recall2:0.4571
Epoch:49 | loss:1.14 | acc:0.4711 | prec0:0.4854 | prec1:0.4906 | prec2:0.4348 | recall0:0.6250  | recall1:0.3467 | recall2:0.4286
0.4488888888888889
Epoch:0 | loss:1.03 | acc:0.4000 | prec0:0.3854 | prec1:0.4000 | prec2:0.4177 | recall0:0.4625  | recall1:0.2667 | recall2:0.4714
Epoch:1 | loss:1.03 | acc:0.4178 | prec0:0.4000 | prec1:0.3947 | prec2:0.4638 | recall0:0.4000  | recall1:0.4000 | recall2:0.4571
Epoch:2 | loss:1.06 | acc:0.4133 | prec0:0.3966 | prec1:0.4510 | prec2:0.4138 | recall0:0.5750  | recall1:0.3067 | recall2:0.3429
Epoch:3 | loss:1.15 | acc:0.4578 | prec0:0.4590 | prec1:0.4211 | prec2:0.4886 | recall0:0.3500  | recall1:0.4267 | recall2:0.6143
Epoch:4 | loss:0.90 | acc:0.4933 | prec0:0.4884 | prec1:0.5294 | prec2:0.4773 | recall0:0.5250  | recall1:0.3600 | recall2:0.6000
Epoch:5 | loss:1.01 | acc:0.4667 | prec0:0.4867 | prec1:0.4333 | prec2:0.4512 | recall0:0.6875  | recall1:0.1733 | recall2:0.5286
Epoch:6 | loss:0.94 | acc:0.4311 | prec0:0.4615 | prec1:0.4000 | prec2:0.4253 | recall0:0.4500  | recall1:0.3200 | recall2:0.5286
Epoch:7 | loss:0.88 | acc:0.4222 | prec0:0.4490 | prec1:0.3714 | prec2:0.4434 | recall0:0.2750  | recall1:0.3467 | recall2:0.6714
Epoch:8 | loss:0.99 | acc:0.4400 | prec0:0.4086 | prec1:0.4394 | prec2:0.4848 | recall0:0.4750  | recall1:0.3867 | recall2:0.4571
Epoch:9 | loss:0.97 | acc:0.4756 | prec0:0.5490 | prec1:0.4697 | prec2:0.4444 | recall0:0.3500  | recall1:0.4133 | recall2:0.6857
Epoch:10 | loss:0.98 | acc:0.5067 | prec0:0.5714 | prec1:0.4805 | prec2:0.4824 | recall0:0.4500  | recall1:0.4933 | recall2:0.5857
Epoch:11 | loss:0.99 | acc:0.4667 | prec0:0.4648 | prec1:0.4432 | prec2:0.5000 | recall0:0.4125  | recall1:0.5200 | recall2:0.4714
Epoch:12 | loss:1.07 | acc:0.4533 | prec0:0.4595 | prec1:0.5714 | prec2:0.4194 | recall0:0.6375  | recall1:0.1600 | recall2:0.5571
Epoch:13 | loss:1.25 | acc:0.4444 | prec0:0.5000 | prec1:0.4034 | prec2:0.4875 | recall0:0.1625  | recall1:0.6400 | recall2:0.5571
Epoch:14 | loss:1.15 | acc:0.4978 | prec0:0.4700 | prec1:0.5200 | prec2:0.5200 | recall0:0.5875  | recall1:0.3467 | recall2:0.5571
